domain,label,latency,loss,delta_min,delta_mean,delta_max,jitter_min,jitter_mean,jitter_max,emodel
krajpal,4.5,111.28,0.027999999999999997,0.001,20.563,2488.609,1.25,5.243,29.32,4.371850620134873
krajpal,4.5,224.53,0.032,0.004,20.663,2560.084,0.077,3.752,38.582,4.148208863446248
krajpal,4.5,160.7,0.0,0.001,19.994,289.819,1.25,6.46,36.514,4.3473174216255375
krajpal,2.0,29.67,0.09699999999999999,0.001,22.156,2980.01,0.629,5.191,31.111,4.406452959468498
krajpal,2.5,410.12,0.09,0.001,21.982,3640.339,1.25,5.389,96.46,3.013899920209892
krajpal,3.0,449.45,0.048,0.001,21.005,3459.544,1.25,7.761,60.824,2.7467291330088695
krajpal,4.0,418.88,0.0,0.002,19.99,65.887,1.25,4.098,8.727,2.973561013207859
krajpal,4.5,83.59,0.0,0.001,19.985,192.393,1.249,7.051,32.988,4.388969209212838
krajpal,4.5,12.81,0.0,0.001,19.997,92.18,0.933,6.507,11.93,4.422287800897551
krajpal,3.0,92.69,0.031,0.004,20.635,2599.682,0.743,4.405,22.461,4.381348775782776
krajpal,2.5,188.5,0.059000000000000004,0.001,21.228,2539.813,1.25,4.977,39.128,4.291892609142867
krajpal,2.0,294.82,0.09300000000000001,0.0,22.018,2800.255,1.25,5.446,61.951,3.7689694538480945
krajpal,2.0,406.87,0.157,0.001,23.692,3162.93,1.25,8.553,103.07,3.02117960878626
krajpal,2.0,419.76,0.149,0.001,23.468,2869.118,1.25,9.66,107.457,2.9326181821165633
krajpal,3.0,278.78,0.095,0.001,22.105,2679.171,0.186,6.528,65.463,3.861013362177471
krajpal,4.0,176.07,0.055,0.001,21.153,2557.384,1.249,6.211,41.844,4.332275070697965
krajpal,4.0,94.11,0.032,0.001,20.649,2754.833,1.202,5.504,30.807,4.380514651263019
krajpal,4.5,26.04,0.0,0.001,19.988,53.556,1.25,4.984,8.876,4.416427332652298
krajpal,4.5,159.99,0.0,0.001,19.976,218.401,1.25,4.78,32.052,4.347725627654028
krajpal,3.0,190.44,0.036000000000000004,0.001,20.741,3180.956,0.727,7.301,40.891,4.287593627630544
krajpal,4.0,81.6,0.066,0.001,21.382,3141.159,1.25,6.947,34.425,4.383710785833279
krajpal,3.0,84.6,0.09,0.001,21.973,2895.646,1.25,4.463,29.552,4.379855435721794
krajpal,2.0,115.5,0.136,0.001,23.14,3050.527,1.25,4.395,22.596,4.358618522308309
krajpal,2.5,272.64,0.142,0.001,23.302,2661.498,0.926,6.84,84.487,3.886671518648327
krajpal,3.0,407.3,0.156,0.001,23.667,3351.385,1.25,6.721,116.849,3.0184023187414404
krajpal,4.5,9.97,0.0,0.002,19.974,47.967,1.25,6.098,7.551,4.423523485651927
krajpal,4.0,45.06,0.053,0.001,21.098,2480.115,1.25,4.066,10.484,4.40302604719866
krajpal,3.0,36.08,0.027999999999999997,0.001,20.582,2545.234,0.385,4.657,30.352,4.409447277502305
krajpal,3.0,89.34,0.11800000000000001,0.001,22.658,2902.92,1.25,6.13,32.863,4.374646048689754
krajpal,2.5,87.9,0.095,0.001,22.091,3013.024,0.049,5.155,31.129,4.377645644339392
krajpal,3.0,79.3,0.057,0.001,21.179,2649.608,1.25,4.22,22.029,4.3857457124362025
krajpal,4.0,170.85,0.027000000000000003,0.001,20.561,2199.416,0.21,5.074,39.008,4.338469100693191
krajpal,4.0,227.82,0.0,0.001,19.997,196.01,1.25,7.097,30.267,4.138149891977176
krajpal,2.0,163.77,0.096,0.001,22.126,3042.636,0.558,6.646,40.178,4.3350751851687415
krajpal,3.0,301.0,0.092,0.001,22.015,2640.263,1.25,4.509,40.256,3.7324790464792277
krajpal,3.0,283.18,0.071,0.001,21.524,3729.749,1.25,3.945,62.37,3.8406117902631194
krajpal,4.0,162.63,0.034,0.001,20.712,2624.513,0.189,4.916,86.477,4.3425185388890775
krajpal,3.0,271.36,0.0,0.001,19.977,208.853,1.25,4.941,29.881,3.9196522906462303
krajpal,4.5,10.2,0.0,6.695,19.998,32.879,0.508,4.736,6.641,4.423423707417248
krajpal,4.5,81.69,0.0,0.002,19.997,102.933,0.762,4.607,11.551,4.389926042558754
krajpal,3.0,155.44,0.06,0.0,21.256,2611.27,1.25,5.431,40.923,4.343884813713275
krajpal,2.5,260.29,0.11,0.0,22.469,3258.802,1.25,5.52,71.694,3.959470753901961
krajpal,2.0,417.68,0.132,0.0,23.036,3231.199,0.012,7.63,103.481,2.951168621416187
krajpal,4.5,80.04,0.0,0.001,19.984,41.715,1.25,3.885,6.075,4.390754220333993
krajpal,4.0,405.98,0.0,0.001,19.984,52.395,1.25,6.066,9.216,3.063761136639121
krajpal,4.0,409.8,0.032,0.0,20.63,2012.487,1.25,7.394,98.215,3.029631046144483
krajpal,3.0,443.75,0.068,0.001,21.458,2660.688,1.25,7.018,102.065,2.782300248385116
krajpal,4.0,12.44,0.091,0.001,21.983,2830.44,1.25,6.078,26.407,4.41491761397442
krajpal,2.0,405.93,0.135,0.004,23.126,2400.922,0.015,6.343,102.344,3.032801021915507
krajpal,3.0,268.18,0.12,0.001,22.734,3561.82,0.082,6.672,65.923,3.9152144975092162
krajpal,4.0,182.75,0.06,0.001,21.261,2632.785,1.25,6.029,40.122,4.312322163509973
krajpal,4.0,103.61,0.001,0.001,20.001,221.178,1.25,3.987,17.845,4.378583589913741
krajpal,4.5,20.57,0.0,0.0,20.005,372.934,0.082,5.904,33.243,4.4188711068422615
krajpal,4.0,13.57,0.0,0.001,19.979,179.786,1.25,6.513,30.088,4.421955781851326
krajpal,3.0,143.42,0.03,0.001,20.611,2549.103,1.004,5.262,32.751,4.353968192009786
krajpal,4.0,186.34,0.063,0.002,21.325,2819.672,1.25,4.192,40.374,4.299235254419449
krajpal,4.0,294.71,0.0,0.006,19.999,62.828,0.27,3.821,7.181,3.7878042945328856
krajpal,2.5,405.14,0.158,0.0,23.738,3293.323,1.25,6.74,102.275,3.033040042988228
krajpal,3.0,23.7,0.03,0.001,20.605,2689.246,1.249,5.337,36.307,4.414951433635215
krajpal,4.0,26.31,0.061,0.001,21.273,3168.623,1.25,6.124,8.092,4.411123090678824
krajpal,4.0,28.39,0.087,0.001,21.891,2801.292,1.25,5.882,8.066,4.407920359626162
krajpal,2.0,407.81,0.165,0.001,23.946,4389.479,0.313,5.557,101.029,3.0127706663557867
krajpal,2.0,374.06,0.156,0.0,23.686,3880.275,1.25,7.061,66.386,3.2481120736967646
krajpal,4.5,157.1,0.0,0.001,19.985,208.033,1.25,4.558,30.176,4.349382536759516
krajpal,4.5,187.99,0.034,0.001,20.668,2678.419,1.25,3.953,40.089,4.296772571298789
krajpal,4.0,79.0,0.063,0.001,21.318,3148.133,1.25,4.848,28.377,4.385329402510747
krajpal,3.0,124.58,0.08800000000000001,0.001,21.918,2907.801,1.25,7.509,31.036,4.358491070017983
krajpal,2.0,80.87,0.14300000000000002,0.001,23.292,3555.255,1.25,8.273,39.82,4.376692662512123
krajpal,2.5,49.72,0.09699999999999999,0.001,22.14,3508.155,1.25,5.743,31.446,4.396829054654264
krajpal,4.0,465.82,0.08199999999999999,0.001,21.778,4288.881,0.087,4.635,101.128,2.6231628677745116
krajpal,4.5,435.35,0.039,0.001,20.793,3566.979,1.25,7.162,31.772,2.8484404628725875
krajpal,4.0,427.69,0.0,0.001,19.984,346.9,1.25,8.842,33.689,2.9116402710525433
krajpal,4.5,80.19,0.0,0.001,19.997,254.088,0.05,4.186,19.442,4.390679037400779
krajpal,4.0,255.26,0.0,0.001,19.981,43.014,1.25,4.118,6.397,4.004890300399657
krajpal,3.0,167.65,0.043,0.001,20.899,3407.933,1.25,5.388,62.689,4.338596064434204
krajpal,4.0,261.21,0.071,0.001,21.492,2991.132,1.25,7.585,64.545,3.961444722063927
krajpal,3.0,283.72,0.096,0.001,22.13,3638.352,0.051,7.202,41.408,3.832804043967922
krajpal,4.0,160.31,0.10400000000000001,0.001,22.322,3873.711,0.878,3.921,46.484,4.3362506161298535
krajpal,2.0,405.3,0.192,0.001,24.761,3412.349,0.699,8.034,103.973,3.0241479299291854
krajpal,3.0,256.02,0.111,0.001,22.487,3155.539,0.0,7.67,82.288,3.981788099881865
krajpal,3.0,190.03,0.07200000000000001,0.001,21.521,3023.935,1.25,5.676,41.212,4.284681008098667
krajpal,4.5,90.83,0.038,0.001,20.778,3450.495,1.25,4.927,29.477,4.381635977469823
krajpal,4.5,10.78,0.0,0.001,19.999,87.472,0.145,6.156,11.603,4.423171861912488
krajpal,4.5,147.25,0.0,0.001,20.0,194.913,0.563,6.993,32.244,4.354973394021929
krajpal,4.5,438.45,0.0,0.001,19.973,183.523,1.25,4.734,31.605,2.835778038271613
krajpal,3.0,405.59,0.039,0.001,20.82,2688.406,1.25,4.28,98.546,3.057379177108006
krajpal,3.0,428.74,0.071,0.004,21.529,2808.408,0.547,6.985,101.538,2.887538757824311
krajpal,3.0,69.9,0.10099999999999999,0.001,22.225,3189.766,1.25,5.889,11.992,4.386381305726951
krajpal,2.0,410.76,0.063,0.0,21.348,2190.163,0.324,7.477,108.695,3.015693684549884
krajpal,3.0,288.61,0.098,0.0,22.18,3380.803,0.046,9.919,65.812,3.8042838125125797
krajpal,4.0,196.95,0.053,0.001,21.103,2391.953,1.25,5.637,40.533,4.26090014300059
krajpal,4.5,110.0,0.027999999999999997,0.001,20.551,2539.338,1.25,5.23,7.191,4.372534834632675
krajpal,4.5,39.03,0.0,0.002,19.995,69.054,1.25,6.523,10.459,4.410507378206177
krajpal,4.5,40.3,0.0,0.001,19.987,214.061,1.25,6.888,33.943,4.4099198313477395
krajpal,4.0,80.95,0.027999999999999997,0.0,20.586,2639.001,0.082,5.212,35.218,4.387654863452958
krajpal,2.5,164.44,0.061,0.0,21.294,2592.594,0.72,5.807,59.556,4.338514309437075
krajpal,2.0,257.75,0.098,0.001,22.181,3078.029,0.078,7.209,80.704,3.974976175940033
krajpal,2.0,405.08,0.161,0.001,23.814,3809.63,1.25,7.912,102.85,3.0327718751616253
krajpal,2.5,11.59,0.08199999999999999,0.006,21.777,3128.91,0.221,4.38,8.505,4.416053428978356
krajpal,4.0,473.84,0.062,0.006,21.308,2318.934,1.25,5.519,98.677,2.571363629727501
krajpal,4.0,447.82,0.038,0.0,20.783,2718.017,1.25,7.532,119.995,2.7606048887706547
krajpal,4.0,406.38,0.0,0.001,19.98,221.479,1.25,7.164,33.829,3.060974366147015
krajpal,4.5,88.74,0.0,0.001,20.0,194.858,0.637,6.945,30.759,4.3863586320842485
krajpal,4.5,159.53,0.0,0.001,19.978,209.343,1.25,6.224,32.399,4.3479898581308145
krajpal,4.0,171.52,0.027999999999999997,0.002,20.566,2339.64,1.25,3.931,38.378,4.337964332836277
krajpal,4.5,81.64,0.057999999999999996,0.0,21.229,2711.11,0.802,7.213,34.744,4.384453383020531
krajpal,3.0,91.63,0.08800000000000001,0.001,21.923,2719.57,0.698,6.794,32.76,4.376364308627749
krajpal,3.0,142.92,0.147,0.0,23.456,3590.969,0.246,5.824,31.329,4.3418220835650585
krajpal,2.5,254.83,0.162,0.001,23.853,4349.451,0.085,6.768,66.238,3.979233420535748
krajpal,2.5,404.38,0.16899999999999998,0.001,24.033,3422.122,1.25,5.761,102.147,3.0358297531928184
krajpal,3.0,42.33,0.099,0.001,22.183,3381.059,1.25,5.344,30.457,4.400242486128807
krajpal,2.5,47.06,0.001,0.001,20.01,224.902,1.25,5.382,33.193,4.4066781569015525
krajpal,3.0,26.03,0.03,0.001,20.621,2810.038,1.25,6.228,32.452,4.413894221748088
krajpal,4.0,140.97,0.0,0.0,19.998,341.857,0.592,6.641,32.797,4.358492212253932
krajpal,4.0,405.29,0.0,0.001,19.985,226.009,1.25,7.527,34.181,3.0685666194481436
krajpal,3.0,444.04,0.035,0.001,20.726,3257.667,0.687,5.522,100.45,2.7880209310372854
krajpal,3.0,494.28,0.067,0.0,21.432,2957.362,1.25,8.254,99.96,2.427117530562793
krajpal,4.0,9.05,0.109,0.008,22.447,3701.326,0.008,5.963,8.753,4.414946979505204
krajpal,4.5,210.78,0.0,0.001,19.978,35.418,1.249,3.793,5.903,4.212506893779563
